Date_Time,SnowGain,AGDTemp,AGDHumid,AGDWindSpeed,AGDWindDir,AGDWindGust,KHCRPress,KHCRTemp,KHCRHumid,KHCRWind,KHCRCloud3,KHCRCloud1,KHCRCloud2,KHCRVis,F8379Press,F8379Temp,F8379Humid,F8379Wind,KU42Press,KU42Temp,KU42Humidity,KU42Wind,KU42Cloud3,KU42Cloud1,KU42Cloud2,KU42Vis,KPVUPress,KPVUTemp,KPVUHumid,KPVUWind,KPVUCloud3,KPVUCloud1,KPVUCloud2,KPVUVis,KSLCPress,KSLCTemp,KSLCHumid,KSLCWind,KSLCCloud3,KSLCCloud1,KSLCCloud2,KSLCVis
2022-12-01 05:00:00+00:00,0.4,29.680000000000003,45.00333333333333,15.646666666666668,258.35,38.29,29.899999999999995,27.8,51.373333333333335,0.0,1.0,1.0,1.0,10.0,29.8975,29.08333333333333,60.0,8.248333333333333,29.87333333333333,37.16,56.45,20.33,1.0,1.0,1.0,10.0,29.928461538461537,35.76615384615385,38.496153846153845,13.89846153846154,1.0,1.0,1.0,10.0,29.84923076923077,42.17692307692308,40.70384615384615,12.04076923076923,1.0,221.3846153846154,1303.0,10.0
2022-12-01 06:00:00+00:00,0.4,29.69,45.535,16.663333333333334,270.25,43.04,29.899999999999995,26.6,54.05666666666667,1.15,1.0,1.0,1.0,10.0,29.8975,29.33333333333333,60.16666666666666,8.666666666666666,29.866666666666664,38.35999999999999,54.81333333333333,20.326666666666668,1.0,1.0,1.0,10.0,29.924166666666668,36.32,36.3975,16.3975,1.0,1.0,1.0,10.0,29.84692307692308,42.68923076923076,40.51307692307692,10.183076923076923,1.0,232.92307692307693,1403.0,10.0
2022-12-01 07:00:00+00:00,0.4,27.27833333333333,51.13333333333333,5.703333333333333,191.65,23.89,29.883333333333336,23.0,62.70000000000001,0.0,1.0,1.0,1.0,10.0,29.87833333333333,30.0,61.41666666666666,7.164166666666667,29.85,38.72,52.70666666666667,19.94333333333333,1.0,1.0,1.0,10.0,29.909230769230767,35.48923076923077,37.61846153846154,18.94076923076923,1.0,1.0,1.0,10.0,29.82923076923077,43.79692307692308,39.41461538461538,10.36,1.0,988.1538461538462,1203.0,10.0
2022-12-01 08:00:00+00:00,0.0999999999999999,26.633333333333336,56.321666666666665,7.508333333333333,290.35,25.87,29.87,26.0,58.446666666666665,1.9166666666666667,1.0,1.0,1.0,10.0,29.8575,31.166666666666668,60.41666666666666,9.5,29.82333333333333,36.8,57.13333333333333,24.55,1.0,1.0,1.0,10.0,29.89076923076923,34.58923076923077,39.11076923076924,14.340769230769231,1.0,1.0,1.0,10.0,29.806153846153848,44.19846153846154,38.790000000000006,8.855384615384615,1.0,633.6923076923077,1503.0,10.0
2022-12-01 09:00:00+00:00,0.4,29.826666666666668,44.443333333333335,17.335,274.55,32.95,29.86,26.0,55.34,2.3000000000000003,1.0,1.0,1.0,10.0,29.844166666666663,29.666666666666668,62.083333333333336,12.0825,29.816666666666663,36.98,55.31,19.563333333333333,1.0,1.0,1.0,10.0,29.874615384615385,35.62769230769231,37.74,13.367692307692309,1.0,1.0,1.0,10.0,29.787692307692307,43.04923076923077,41.21076923076923,7.97,1.0,232.07692307692307,1.0,10.0
2022-12-01 10:00:00+00:00,0.1999999999999999,30.825,42.64666666666667,18.62666666666667,296.85,42.89,29.856666666666666,30.2,46.53,6.906666666666666,1.0,1.0,1.0,10.0,29.831666666666667,30.33333333333333,61.66666666666666,7.75,29.790000000000003,36.62,56.11333333333334,21.866666666666664,1.0,1.0,1.0,10.0,29.85846153846154,34.72769230769231,40.65384615384615,13.190769230769233,1.0,1.0,1.0,10.0,29.762307692307694,44.51692307692308,36.93153846153847,16.906153846153845,1.0,347.38461538461536,1.0,10.0
2022-12-01 11:00:00+00:00,1.1,30.435,46.22166666666666,24.505,257.25,45.58,29.826666666666664,31.4,44.35,7.29,1.0,1.0,1.0,10.0,29.805000000000003,30.58333333333333,62.333333333333336,6.915,29.766666666666666,37.28,55.76666666666667,22.633333333333336,1.0,1.0,1.0,10.0,29.838461538461537,34.090769230769226,39.88846153846154,16.817692307692308,1.0,1.0,1.0,10.0,29.746923076923075,43.25692307692308,37.963076923076926,17.34846153846154,1.0,232.53846153846155,1.0,10.0
2022-12-01 12:00:00+00:00,0.1,30.32333333333333,43.285,21.843333333333334,253.8,49.69,29.80666666666667,26.0,55.34,2.3000000000000003,1.0,1.0,1.0,10.0,29.784166666666668,32.083333333333336,61.333333333333336,7.416666666666667,29.74333333333333,35.36000000000001,60.69333333333333,21.48333333333333,1.0,1.0,1.0,10.0,29.818461538461538,33.81384615384615,42.52153846153846,15.402307692307694,1.0,1.0,1.0,10.0,29.725384615384616,42.4676923076923,38.29384615384616,17.967692307692307,1.0,232.53846153846155,2003.0,10.0
2022-12-01 13:00:00+00:00,0.0999999999999999,30.805,41.01166666666666,24.975,248.8,50.7,29.793333333333333,29.0,52.95,2.6833333333333336,1.0,1.0,1.0,10.0,29.77083333333333,30.666666666666668,64.08333333333333,9.3325,29.74333333333333,35.54,62.67666666666667,21.093333333333334,1.0,1.0,1.0,10.0,29.81,34.92153846153846,41.27692307692308,16.375384615384615,1.0,126.41666666666669,2003.0,10.0,29.724615384615387,42.16307692307692,39.65461538461538,19.913846153846155,1.0,416.84615384615387,1.0,10.0
2022-12-01 14:00:00+00:00,0.0,31.04833333333333,42.57666666666667,21.718333333333334,235.15,54.95,29.790000000000003,30.2,50.39000000000001,4.986666666666667,1.0,1.0,1.0,10.0,29.7725,30.5,63.66666666666666,10.166666666666666,29.736666666666665,37.1,58.93,26.47,1.0,1.0,1.0,10.0,29.808461538461536,34.31230769230769,43.96153846153846,15.933076923076923,1.0,126.08333333333331,2003.0,10.0,29.72615384615385,42.21846153846153,39.21230769230769,16.64076923076923,2403.0,217.15384615384616,2002.0,10.0
